Name	Type	Subtype	CMC	Colors	Power	Toughness	Text	Sets
Myr Sire	['Artifact', 'Creature']	['Myr']	2	colorless	1	1	When Myr Sire dies, put a 1/1 colorless Myr artifact creature token onto the battlefield.	['MBS', 'C14']
Headless Horseman	['Creature']	['Zombie', 'Knight']	3	['Black']	2	2	NA	['LEG']
Grixis Sojourners	['Creature']	['Zombie', 'Ogre']	4	['Blue', 'Black', 'Red']	4	3	When you cycle Grixis Sojourners or it dies, you may exile target card from a graveyard. Cycling {2}{B} ({2}{B}, Discard this card: Draw a card.)	['ARB']
Witch Hunter	['Creature']	['Human', 'Cleric']	4	['White']	1	1	{T}: Witch Hunter deals 1 damage to target player. {1}{W}{W}, {T}: Return target creature an opponent controls to its owner's hand.	['DRK', 'CHR', 'TSB']
Generator Servant	['Creature']	['Elemental']	2	['Red']	2	1	{T}, Sacrifice Generator Servant: Add {2} to your mana pool. If that mana is spent on a creature spell, it gains haste until end of turn. (That creature can attack and {T} as soon as it comes under your control.)	['M15']
Thresher Beast	['Creature']	['Beast']	5	['Green']	4	4	Whenever Thresher Beast becomes blocked, defending player sacrifices a land.	['PCY']
Draining Whelk	['Creature']	['Illusion']	6	['Blue']	1	1	Flash (You may cast this spell any time you could cast an instant.) Flying When Draining Whelk enters the battlefield, counter target spell. Put X +1/+1 counters on Draining Whelk, where X is that spell's converted mana cost.	['TSP']
Spawnwrithe	['Creature']	['Elemental']	3	['Green']	2	2	Trample Whenever Spawnwrithe deals combat damage to a player, put a token that's a copy of Spawnwrithe onto the battlefield.	['SHM', 'CMD', 'DDM']
Woebearer	['Creature']	['Zombie']	5	['Black']	2	3	Fear (This creature can't be blocked except by artifact creatures and/or black creatures.) Whenever Woebearer deals combat damage to a player, you may return target creature card from your graveyard to your hand.	['MRD']
Seedguide Ash	['Creature']	['Treefolk', 'Druid']	5	['Green']	4	4	When Seedguide Ash dies, you may search your library for up to three Forest cards and put them onto the battlefield tapped. If you do, shuffle your library.	['LRW']
Elvish Skysweeper	['Creature']	['Elf', 'Warrior']	1	['Green']	1	1	{4}{G}, Sacrifice a creature: Destroy target creature with flying.	['RAV', 'C13', 'C14']
Leonin Elder	['Creature']	['Cat', 'Cleric']	1	['White']	1	1	Whenever an artifact enters the battlefield, you may gain 1 life.	['MRD']
Cave People	['Creature']	['Human']	3	['Red']	1	4	Whenever Cave People attacks, it gets +1/-2 until end of turn. {1}{R}{R}, {T}: Target creature gains mountainwalk until end of turn. (It can't be blocked as long as defending player controls a Mountain.)	['DRK', '4ED', '5ED']
Voice of All	['Creature']	['Angel']	4	['White']	2	2	Flying As Voice of All enters the battlefield, choose a color. Voice of All has protection from the chosen color.	['PLS', '10E', 'CMD']
Goblin Replica	['Artifact', 'Creature']	['Goblin']	3	colorless	2	2	{3}{R}, Sacrifice Goblin Replica: Destroy target artifact.	['MRD']
Confessor	['Creature']	['Human', 'Cleric']	1	['White']	1	1	Whenever a player discards a card, you may gain 1 life.	['ODY']
Pyre Charger	['Creature']	['Elemental', 'Warrior']	2	['Red']	1	1	Haste {R}: Pyre Charger gets +1/+0 until end of turn.	['SHM', 'DD2', 'DD3_JVC']
Hisoka's Guard	['Creature']	['Human', 'Wizard']	2	['Blue']	1	1	You may choose not to untap Hisoka's Guard during your untap step. {1}{U}, {T}: Target creature you control other than Hisoka's Guard has shroud for as long as Hisoka's Guard remains tapped. (It can't be the target of spells or abilities.)	['CHK']
Exiled Doomsayer	['Creature']	['Human', 'Cleric']	2	['White']	1	2	All morph costs cost {2} more. (This doesn't affect the cost to cast creature spells face down.)	['SCG']
Llanowar Cavalry	['Creature']	['Human', 'Soldier']	3	['Green']	1	4	{W}: Llanowar Cavalry gains vigilance until end of turn.	['INV']
Dwarven Lieutenant	['Creature']	['Dwarf', 'Soldier']	2	['Red']	1	2	{1}{R}: Target Dwarf creature gets +1/+0 until end of turn.	['FEM']
Timberpack Wolf	['Creature']	['Wolf']	2	['Green']	2	2	Timberpack Wolf gets +1/+1 for each other creature you control named Timberpack Wolf.	['M13', 'ORI']
Thelon of Havenwood	['Creature']	['Elf', 'Druid']	2	['Green']	2	2	Each Fungus creature gets +1/+1 for each spore counter on it. {B}{G}, Exile a Fungus card from a graveyard: Put a spore counter on each Fungus on the battlefield.	['TSP']
Merfolk Seer	['Creature']	['Merfolk', 'Wizard']	3	['Blue']	2	2	When Merfolk Seer dies, you may pay {1}{U}. If you do, draw a card.	['MIR']
Xun Yu, Wei Advisor	['Creature']	['Human', 'Advisor']	3	['Black']	1	1	{T}: Target creature you control gets +2/+0 until end of turn. Activate this ability only during your turn, before attackers are declared.	['PTK']
Stinkdrinker Daredevil	['Creature']	['Goblin', 'Rogue']	3	['Red']	1	3	Giant spells you cast cost {2} less to cast.	['LRW', 'MMA']
Ridgeline Rager	['Creature']	['Beast']	3	['Red']	1	2	{R}: Ridgeline Rager gets +1/+0 until end of turn.	['PCY', '8ED']
Aquamoeba	['Creature']	['Elemental', 'Beast']	2	['Blue']	1	3	Discard a card: Switch Aquamoeba's power and toughness until end of turn.	['TOR', 'VMA']
Death's-Head Buzzard	['Creature']	['Bird']	3	['Black']	2	1	Flying When Death's-Head Buzzard dies, all creatures get -1/-1 until end of turn.	['SCG', 'VMA']
Bear's Companion	['Creature']	['Human', 'Warrior']	5	['Blue', 'Red', 'Green']	2	2	When Bear's Companion enters the battlefield, put a 4/4 green Bear creature token onto the battlefield.	['KTK']
Etched Champion	['Artifact', 'Creature']	['Soldier']	3	colorless	2	2	Metalcraft — Etched Champion has protection from all colors as long as you control three or more artifacts.	['SOM', 'MM2']
Drinker of Sorrow	['Creature']	['Horror']	3	['Black']	5	3	Drinker of Sorrow can't block. Whenever Drinker of Sorrow deals combat damage, sacrifice a permanent.	['LGN']
Aphetto Vulture	['Creature']	['Zombie', 'Bird']	6	['Black']	3	2	Flying When Aphetto Vulture dies, you may put target Zombie card from your graveyard on top of your library.	['ONS']
Dwynen, Gilt-Leaf Daen	['Creature']	['Elf', 'Warrior']	4	['Green']	3	4	Reach Other Elf creatures you control get +1/+1. Whenever Dwynen, Gilt-Leaf Daen attacks, you gain 1 life for each attacking Elf you control.	['ORI']
Woeleecher	['Creature']	['Elemental']	6	['White']	3	5	{W}, {T}: Remove a -1/-1 counter from target creature. If you do, you gain 2 life.	['SHM']
Urborg Emissary	['Creature']	['Human', 'Wizard']	3	['Black']	3	1	Kicker {1}{U} (You may pay an additional {1}{U} as you cast this spell.) When Urborg Emissary enters the battlefield, if it was kicked, return target permanent to its owner's hand.	['INV']
Pilgrim of Justice	['Creature']	['Human', 'Cleric']	3	['White']	1	3	Protection from red {W}, Sacrifice Pilgrim of Justice: The next time a red source of your choice would deal damage this turn, prevent that damage.	['ODY']
Leonin Squire	['Creature']	['Cat', 'Soldier']	2	['White']	2	2	When Leonin Squire enters the battlefield, return target artifact card with converted mana cost 1 or less from your graveyard to your hand.	['5DN']
Haazda Snare Squad	['Creature']	['Human', 'Soldier']	3	['White']	1	4	Whenever Haazda Snare Squad attacks, you may pay {W}. If you do, tap target creature an opponent controls.	['DGM']
Phyrexian Obliterator	['Creature']	['Horror']	4	['Black']	5	5	Trample Whenever a source deals damage to Phyrexian Obliterator, that source's controller sacrifices that many permanents.	['NPH']
Morgue Thrull	['Creature']	['Thrull']	3	['Black']	2	2	Sacrifice Morgue Thrull: Put the top three cards of your library into your graveyard.	['STH']
Greater Harvester	['Creature']	['Horror']	5	['Black']	5	6	At the beginning of your upkeep, sacrifice a permanent. Whenever Greater Harvester deals combat damage to a player, that player sacrifices two permanents.	['DST']
Might Weaver	['Creature']	['Human', 'Wizard']	2	['Green']	2	1	{2}: Target red or white creature gains trample until end of turn. (If the creature would assign enough damage to its blockers to destroy them, you may have it assign the rest of its damage to defending player or planeswalker.)	['INV', '10E']
Uktabi Drake	['Creature']	['Drake']	1	['Green']	2	1	Flying, haste Echo {1}{G}{G} (At the beginning of your upkeep, if this came under your control since the beginning of your last upkeep, sacrifice it unless you pay its echo cost.)	['PLC']
Carnassid	['Creature']	['Beast']	6	['Green']	5	4	Trample {1}{G}: Regenerate Carnassid.	['STH', 'TPR']
Kresh the Bloodbraided	['Creature']	['Human', 'Warrior']	5	['Black', 'Red', 'Green']	3	3	Whenever another creature dies, you may put X +1/+1 counters on Kresh the Bloodbraided, where X is that creature's power.	['ALA', 'V11']
Voracious Null	['Creature']	['Zombie']	3	['Black']	2	2	{1}{B}, Sacrifice another creature: Put two +1/+1 counters on Voracious Null. Activate this ability only any time you could cast a sorcery.	['BFZ']
Scourge of Numai	['Creature']	['Demon', 'Spirit']	4	['Black']	4	4	At the beginning of your upkeep, you lose 2 life if you don't control an Ogre.	['BOK']
Skirk Marauder	['Creature']	['Goblin']	2	['Red']	2	1	Morph {2}{R} (You may cast this card face down as a 2/2 creature for {3}. Turn it face up any time for its morph cost.) When Skirk Marauder is turned face up, it deals 2 damage to target creature or player.	['pARL', 'LGN', 'ARC']
Ballynock Cohort	['Creature']	['Kithkin', 'Soldier']	3	['White']	2	2	First strike Ballynock Cohort gets +1/+1 as long as you control another white creature.	['SHM']
Stalking Yeti	['Creature']	['Yeti']	4	['Red']	3	3	When Stalking Yeti enters the battlefield, if it's on the battlefield, it deals damage equal to its power to target creature an opponent controls and that creature deals damage equal to its power to Stalking Yeti. {2}{S}: Return Stalking Yeti to its owner's hand. Activate this ability only any time you could cast a sorcery. ({S} can be paid with one mana from a snow permanent.)	['CSP']
Prickly Boggart	['Creature']	['Goblin', 'Rogue']	1	['Black']	1	1	Fear (This creature can't be blocked except by artifact creatures and/or black creatures.)	['MOR']
Ifh-Bíff Efreet	['Creature']	['Efreet']	4	['Green']	3	3	Flying {G}: Ifh-Bíff Efreet deals 1 damage to each creature with flying and each player. Any player may activate this ability.	['ARN', 'MED']
Dong Zhou, the Tyrant	['Creature']	['Human', 'Soldier']	5	['Red']	3	3	When Dong Zhou, the Tyrant enters the battlefield, target creature an opponent controls deals damage equal to its power to that player.	['PTK', 'ME3']
Ghitu Fire-Eater	['Creature']	['Human', 'Nomad']	3	['Red']	2	2	{T}, Sacrifice Ghitu Fire-Eater: Ghitu Fire-Eater deals damage equal to its power to target creature or player.	['ULG', '7ED']
Stone Catapult	['Creature']	['Human', 'Soldier']	5	['Black']	1	2	{T}: Destroy target tapped nonblack creature. Activate this ability only during your turn, before attackers are declared.	['PTK']
Springing Tiger	['Creature']	['Cat']	4	['Green']	3	3	Threshold — Springing Tiger gets +2/+2 as long as seven or more cards are in your graveyard.	['ODY']
Crackling Triton	['Creature']	['Merfolk', 'Wizard']	3	['Blue']	2	3	{2}{R}, Sacrifice Crackling Triton: Crackling Triton deals 2 damage to target creature or player.	['THS']
Toxin Sliver	['Creature']	['Sliver']	4	['Black']	3	3	Whenever a Sliver deals combat damage to a creature, destroy that creature. It can't be regenerated.	['LGN']
Juggernaut	['Artifact', 'Creature']	['Juggernaut']	4	colorless	5	3	Juggernaut attacks each turn if able. Juggernaut can't be blocked by Walls.	['LEA', 'LEB', '2ED', 'CED', 'CEI', '3ED', 'pFNM', 'DST', '10E', 'ARC', 'M11', 'DDF', 'ME4', 'M15']
Clone	['Creature']	['Shapeshifter']	4	['Blue']	0	0	You may have Clone enter the battlefield as a copy of any creature on the battlefield.	['LEA', 'LEB', '2ED', 'CED', 'CEI', '3ED', 'ONS', '9ED', '10E', 'M10', 'M11', 'DDI', 'M13', 'M14']
Siege Dragon	['Creature']	['Dragon']	7	['Red']	5	5	Flying When Siege Dragon enters the battlefield, destroy all Walls your opponents control. Whenever Siege Dragon attacks, if defending player controls no Walls, it deals 2 damage to each creature without flying that player controls.	['pPRE', 'M15']
Ardent Recruit	['Creature']	['Human', 'Soldier']	1	['White']	1	1	Metalcraft — Ardent Recruit gets +2/+2 as long as you control three or more artifacts.	['MBS']
Argivian Archaeologist	['Creature']	['Human', 'Artificer']	3	['White']	1	1	{W}{W}, {T}: Return target artifact card from your graveyard to your hand.	['ATQ', 'MED']
Meddling Mage	['Creature']	['Human', 'Wizard']	2	['White', 'Blue']	2	2	As Meddling Mage enters the battlefield, name a nonland card. The named card can't be cast.	['pJGP', 'PLS', 'ARB']
Moonwing Moth	['Creature']	['Insect']	3	['White']	2	1	Flying {W}: Moonwing Moth gets +0/+1 until end of turn.	['SOK']
Sigil Tracer	['Creature']	['Merfolk', 'Wizard']	3	['Blue']	2	2	{1}{U}, Tap two untapped Wizards you control: Copy target instant or sorcery spell. You may choose new targets for the copy.	['MOR']
Agent of Horizons	['Creature']	['Human', 'Rogue']	3	['Green']	3	2	{2}{U}: Agent of Horizons can't be blocked this turn.	['THS']
Iron-Heart Chimera	['Artifact', 'Creature']	['Chimera']	4	colorless	2	2	Vigilance Sacrifice Iron-Heart Chimera: Put a +2/+2 counter on target Chimera creature. It gains vigilance. (This effect lasts indefinitely.)	['VIS']
Purraj of Urborg	['Creature']	['Cat', 'Warrior']	5	['Black']	2	3	Purraj of Urborg has first strike as long as it's attacking. Whenever a player casts a black spell, you may pay {B}. If you do, put a +1/+1 counter on Purraj of Urborg.	['MIR']
Shadow Sliver	['Creature']	['Sliver']	3	['Blue']	1	1	All Sliver creatures have shadow. (They can block or be blocked by only creatures with shadow.)	['TSP']
Tajuru Archer	['Creature']	['Elf', 'Archer', 'Ally']	3	['Green']	1	2	Whenever Tajuru Archer or another Ally enters the battlefield under your control, you may have Tajuru Archer deal damage to target creature with flying equal to the number of Allies you control.	['ZEN', 'DDP']
Mercenary Knight	['Creature']	['Human', 'Mercenary', 'Knight']	3	['Black']	4	4	When Mercenary Knight enters the battlefield, sacrifice it unless you discard a creature card.	['POR']
Charnelhoard Wurm	['Creature']	['Wurm']	7	['Black', 'Red', 'Green']	6	6	Trample Whenever Charnelhoard Wurm deals damage to an opponent, you may return target card from your graveyard to your hand.	['CON', 'C13']
Centaur Healer	['Creature']	['Centaur', 'Cleric']	3	['White', 'Green']	3	3	When Centaur Healer enters the battlefield, you gain 3 life.	['RTR']
Humbler of Mortals	['Enchantment', 'Creature']	['Elemental']	6	['Green']	5	5	Constellation — Whenever Humbler of Mortals or another enchantment enters the battlefield under your control, creatures you control gain trample until end of turn.	['JOU']
Surrakar Banisher	['Creature']	['Surrakar']	5	['Blue']	3	3	When Surrakar Banisher enters the battlefield, you may return target tapped creature to its owner's hand.	['WWK', 'DDO']
